Date,open,high,low,close,volume
2022-01-01,0.0728,0.07899,0.07251,0.07504,26950666.0
2022-01-02,0.07836,0.08033,0.07372,0.0783,23784796.0
2022-01-03,0.0784,0.08177,0.07465,0.07654,27792872.0
2022-01-04,0.07669,0.08538,0.07456,0.08058,36575829.0
2022-01-05,0.07986,0.09139,0.07419,0.07768,27582436.0
2022-01-06,0.07752,0.0784,0.07388,0.07475,24807345.0
2022-01-07,0.07351,0.07669,0.06675,0.06822,21742937.0
2022-01-08,0.06982,0.07689,0.06251,0.06506,34643385.0
2022-01-09,0.06438,0.06894,0.06368,0.06731,19434424.0
2022-01-10,0.06749,0.069,0.06142,0.06311,36904911.0
2022-01-11,0.06397,0.06747,0.06239,0.06718,14182410.0
2022-01-12,0.0672,0.07648,0.06645,0.07471,21151834.0
2022-01-13,0.0751,0.08211,0.07335,0.07877,30727840.0
2022-01-14,0.08211,0.08631,0.07452,0.08533,31079275.0
2022-01-15,0.08535,0.09178,0.0821,0.09021,24679647.0
2022-01-16,0.09178,0.1023,0.08633,0.09325,14288626.0
2022-01-17,0.09325,0.09325,0.09258,0.09258,427974.0
2022-01-18,0.09258,0.09258,0.09258,0.09258,601.0
2022-01-19,0.09258,0.09258,0.09258,0.09258,0.0
2022-01-20,0.09258,0.09258,0.09258,0.09258,25547.0
2022-01-21,0.09258,0.09258,0.09258,0.09258,0.0
2022-01-22,0.09258,0.09258,0.09258,0.09258,45878.0
2022-01-23,0.09258,0.09258,0.09258,0.09258,0.0
2022-01-24,0.09258,0.09258,0.09063,0.09063,234205.0
2022-01-25,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-26,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-27,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-28,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-29,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-30,0.09063,0.09063,0.09063,0.09063,0.0
2022-01-31,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-01,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-02,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-03,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-04,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-05,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-06,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-07,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-08,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-09,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-10,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-11,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-12,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-13,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-14,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-15,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-16,0.09063,0.09063,0.09063,0.09063,0.0
2022-02-17,0.09063,0.09063,0.09063,0.09063,0.0
