Date,open,high,low,close,volume
2022-01-01,33111.0,38516.0,30795.0,36573.0,69.025
2022-01-02,36573.0,38706.0,35612.0,38475.0,52.065
2022-01-03,38667.0,41608.0,37286.0,38747.0,58.841
2022-01-04,38317.0,39700.0,36031.0,36214.0,49.929
2022-01-05,36256.0,37287.0,30884.0,32519.0,52.771
2022-01-06,32490.0,36981.0,29585.0,36296.0,41.028
2022-01-07,36101.0,37314.0,31965.0,35673.0,69.993
2022-01-08,35673.0,37109.0,32064.0,32987.0,56.022
2022-01-09,34015.0,34982.0,32464.0,32622.0,42.794
2022-01-10,32622.0,32814.0,29494.0,32184.0,59.313
2022-01-11,32072.0,33351.0,30063.0,32653.0,46.864
2022-01-12,34982.0,34996.0,32488.0,33786.0,29.903
2022-01-13,33200.0,34724.0,31152.0,31343.0,46.601
2022-01-14,31759.0,34170.0,28669.0,32209.0,87.754
2022-01-15,32209.0,33889.0,28667.0,33421.0,72.477
2022-01-16,33455.0,34179.0,32765.0,33616.0,71.101
2022-01-17,33616.0,34129.0,30810.0,31559.0,62.189
2022-01-18,32107.0,33728.0,28622.0,32650.0,61.089
2022-01-19,32905.0,33316.0,31234.0,32112.0,47.349
2022-01-20,32704.0,35780.0,31338.0,31487.0,36.962
2022-01-21,31277.0,31324.0,25214.0,25812.0,57.838
2022-01-22,25812.0,26729.0,22164.0,23227.0,35.232
2022-01-23,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-24,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-25,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-26,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-27,23227.0,23227.0,23227.0,23227.0,0.146
2022-01-28,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-29,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-30,23227.0,23227.0,23227.0,23227.0,0.0
2022-01-31,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-01,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-02,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-03,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-04,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-05,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-06,23227.0,23227.0,23227.0,23227.0,0.0
2022-02-07,23227.0,29290.0,23227.0,29290.0,0.467
2022-02-08,29290.0,29290.0,29290.0,29290.0,0.0
2022-02-09,29290.0,29290.0,29290.0,29290.0,0.0
2022-02-10,28938.0,28938.0,28938.0,28938.0,0.002
2022-02-11,28938.0,28938.0,28938.0,28938.0,0.0
2022-02-12,28938.0,28938.0,28938.0,28938.0,0.0
2022-02-13,28938.0,28938.0,28938.0,28938.0,0.0
2022-02-14,28938.0,28938.0,28938.0,28938.0,0.0
2022-02-15,28938.0,28938.0,28938.0,28938.0,0.0
2022-02-16,23878.0,24226.0,23065.0,23701.0,89.384
2022-02-17,23633.0,23925.0,23337.0,23623.0,34.15
