Date,open,high,low,close,volume
2022-01-01,0.02943,0.03017,0.028162,0.030059,72582352.0
2022-01-02,0.030059,0.03145,0.028086,0.030845,28106992.0
2022-01-03,0.030906,0.031662,0.02951,0.030258,83711046.0
2022-01-04,0.03028,0.032596,0.02945,0.031174,62476086.0
2022-01-05,0.031186,0.032632,0.027,0.028416,67279074.0
2022-01-06,0.028404,0.029666,0.027326,0.027676,69293682.0
2022-01-07,0.027422,0.027956,0.025171,0.025598,59864791.0
2022-01-08,0.026468,0.026504,0.023675,0.024474,96310639.0
2022-01-09,0.024474,0.025045,0.024216,0.025045,73436712.0
2022-01-10,0.025045,0.025746,0.02307,0.023948,76309725.0
2022-01-11,0.02338,0.02614,0.0233,0.02496,123220842.0
2022-01-12,0.025,0.027307,0.023695,0.0272,59493771.0
2022-01-13,0.027214,0.029954,0.026032,0.026048,56266991.0
2022-01-14,0.02609,0.028092,0.025774,0.026536,75381202.0
2022-01-15,0.026536,0.02689,0.025639,0.02681,55981093.0
2022-01-16,0.02681,0.027051,0.025913,0.026593,88381005.0
2022-01-17,0.026642,0.027068,0.025308,0.025696,18697067.0
2022-01-18,0.025696,0.025696,0.025696,0.025696,0.0
2022-01-19,0.025696,0.025696,0.025696,0.025696,0.0
2022-01-20,0.025696,0.025696,0.025696,0.025696,0.0
2022-01-21,0.025748,0.025748,0.025748,0.025748,10170.0
2022-01-22,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-23,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-24,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-25,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-26,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-27,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-28,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-29,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-30,0.025748,0.025748,0.025748,0.025748,0.0
2022-01-31,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-01,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-02,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-03,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-04,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-05,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-06,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-07,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-08,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-09,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-10,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-11,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-12,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-13,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-14,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-15,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-16,0.025748,0.025748,0.025748,0.025748,0.0
2022-02-17,0.025748,0.025748,0.025748,0.025748,0.0
