Date,open,high,low,close,volume
2022-01-01,0.07529,0.07699,0.07522,0.0766,132476625.0
2022-01-02,0.0766,0.07925,0.07306,0.07761,139252637.0
2022-01-03,0.0776,0.07925,0.07224,0.07699,133406284.0
2022-01-04,0.07699,0.07877,0.07488,0.07599,137215676.0
2022-01-05,0.07599,0.0779,0.06663,0.07106,131507456.0
2022-01-06,0.07112,0.07643,0.065,0.07102,124201597.0
2022-01-07,0.07106,0.074,0.065,0.06857,153246164.0
2022-01-08,0.06853,0.07011,0.061,0.06537,143309541.0
2022-01-09,0.06538,0.07212,0.061,0.06609,150630589.0
2022-01-10,0.0661,0.06811,0.06082,0.06346,135562978.0
2022-01-11,0.06339,0.06738,0.059,0.06494,131402980.0
2022-01-12,0.06494,0.07385,0.061,0.06809,162713291.0
2022-01-13,0.06809,0.06957,0.06461,0.06616,136319911.0
2022-01-14,0.06619,0.06967,0.06242,0.06762,143076911.0
2022-01-15,0.06762,0.06959,0.06634,0.06845,154871531.0
2022-01-16,0.06843,0.07678,0.0663,0.06992,138129892.0
2022-01-17,0.0699,0.07289,0.06843,0.07083,163700421.0
2022-01-18,0.07079,0.07193,0.06577,0.06845,130484700.0
2022-01-19,0.06845,0.07083,0.06556,0.06914,156396325.0
2022-01-20,0.06914,0.07529,0.06587,0.06765,129228004.0
2022-01-21,0.06777,0.07281,0.05677,0.06112,119141719.0
2022-01-22,0.06111,0.06203,0.05,0.05683,92074463.0
2022-01-23,0.05681,0.05884,0.05534,0.05754,108682563.0
2022-01-24,0.05754,0.05754,0.05,0.05508,111905709.0
2022-01-25,0.05507,0.05746,0.05202,0.05586,107867766.0
2022-01-26,0.05586,0.06207,0.05524,0.05619,109293917.0
2022-01-27,0.05619,0.05723,0.05444,0.05651,106033048.0
2022-01-28,0.0565,0.05864,0.05454,0.05759,107451229.0
2022-01-29,0.05759,0.06088,0.05675,0.0603,117419536.0
2022-01-30,0.0603,0.066,0.05725,0.05868,126671642.0
2022-01-31,0.05864,0.05995,0.05659,0.05905,87258443.0
2022-02-01,0.05909,0.06128,0.05674,0.0598,85254552.0
2022-02-02,0.05979,0.06164,0.05674,0.0585,92287164.0
2022-02-03,0.05849,0.06038,0.05742,0.05977,83874490.0
2022-02-04,0.05977,0.06973,0.05881,0.06444,99826035.0
2022-02-05,0.06442,0.06715,0.05899,0.06466,97581160.0
2022-02-06,0.06466,0.06647,0.06351,0.06616,120903852.0
2022-02-07,0.06616,0.07082,0.06,0.06853,119300314.0
2022-02-08,0.06852,0.07145,0.06586,0.06805,120338320.0
2022-02-09,0.06805,0.07093,0.06636,0.06991,120628981.0
2022-02-10,0.06991,0.07221,0.06796,0.06848,111395271.0
2022-02-11,0.0685,0.06857,0.06301,0.064,113807070.0
2022-02-12,0.064,0.06879,0.058,0.06351,117339430.0
2022-02-13,0.06352,0.06879,0.06127,0.06427,116314146.0
2022-02-14,0.06427,0.06879,0.06177,0.06442,126683378.0
2022-02-15,0.06443,0.07015,0.06,0.06685,120708420.0
2022-02-16,0.06685,0.06912,0.06457,0.06641,147432675.0
2022-02-17,0.06641,0.06912,0.06456,0.06567,57528651.0
